Date,ID,Distance (Km),Duration (HH:mm),Over speeding,Over RPM,Idle time,Acceleration,Deceleration,Total,Ranking,Target Variable,Quarter_bin,Month,Year,Duration_bin
31/01/2022,7090016082,5201.4,124.01666666666667,99,100,31,97,96,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016117,4531.5,102.66666666666667,95,100,26,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016284,8464.7,135.01666666666668,88,98,35,95,95,83,100,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016370,6342.7,142.63333333333333,42,100,35,100,100,69,152,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016286,5822.6,130.5,100,100,54,100,100,92,8,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016078,8872.8,147.98333333333332,88,97,37,97,97,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016390,6385.9,144.35,89,100,31,99,100,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016115,5922.8,127.68333333333334,96,100,39,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016080,7563,175.15,78,100,9,100,100,77,142,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7092016030,143,2.8833333333333333,83,100,38,100,100,83,100,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7092016262,250.9,5.483333333333333,80,100,41,100,100,83,100,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016187,6322.4,142.7,98,100,33,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016168,4244.5,119.75,96,99,30,95,96,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016090,5080.2,112.38333333333334,89,93,37,100,100,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016048,6768.8,158.9,94,100,38,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016229,7082.6,180.46666666666667,99,100,38,99,100,89,24,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016040,6740.2,174.65,77,99,20,100,100,78,138,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016285,7623.4,153.65,78,100,29,99,100,80,126,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016100,7217.7,156.7,90,94,37,100,100,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016136,3380.5,79.93333333333334,94,100,49,100,100,89,24,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016127,5720.6,135.53333333333333,94,91,24,100,100,83,100,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016061,6970.7,162.88333333333333,84,100,20,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016049,6371.3,146.98333333333332,98,100,26,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016289,6575.5,124.66666666666667,94,93,36,95,94,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016234,841.6,23.283333333333335,96,100,41,100,99,88,34,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016003,5089,125.56666666666666,100,100,35,98,97,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016013,6976.2,169.48333333333332,93,98,51,100,100,89,24,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016177,8066.2,184.23333333333332,95,100,35,99,99,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016290,6450.8,143.66666666666666,78,100,35,100,99,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016026,5803.9,129.38333333333333,96,100,50,100,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016377,6806.3,153.58333333333334,73,87,37,95,95,77,142,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016200,5910.6,127.53333333333333,87,100,55,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016058,6550.5,167.25,79,95,15,100,100,78,138,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016241,5413.2,107.13333333333334,89,99,15,99,99,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016194,7180.6,163.05,99,100,34,97,98,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016166,5984.4,141.9,98,89,36,96,97,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016056,4454.1,100.26666666666667,77,100,37,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016087,6512.1,151.11666666666667,95,99,37,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016209,6346.8,139.23333333333332,90,100,50,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016288,7501.7,159.71666666666667,95,100,25,100,100,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016210,5567,125.33333333333333,90,100,31,100,100,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016144,6432.9,148.46666666666667,95,100,28,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016226,5968.6,131.71666666666667,91,100,40,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016133,6398.5,154.38333333333333,75,100,28,100,100,79,133,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016110,235.9,152.73333333333332,99,100,34,99,99,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016261,76.1,183.58333333333334,100,100,43,100,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016275,264,11.833333333333334,100,100,13,100,100,85,76,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016066,40.5,4.533333333333333,100,100,34,100,100,89,24,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016180,182.1,23.35,94,100,48,99,100,89,24,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016266,439.1,162.4,100,100,47,98,99,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016254,112,199.15,100,100,41,98,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016264,93.3,156.7,100,99,32,99,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016362,45.3,8.05,100,100,44,100,100,90,13,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016134,240.9,155.96666666666667,100,100,33,98,99,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016355,195.4,8.25,76,100,12,100,99,77,142,Risky,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016034,4595.3,117.28333333333333,90,85,32,97,97,82,107,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016232,5856,136.55,99,100,40,100,100,89,24,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016010,6015.7,150.33333333333334,98,100,31,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016024,5919.7,132.46666666666667,85,100,37,100,100,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016282,6422,146.03333333333333,96,100,44,100,100,89,24,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016242,7485.1,169.78333333333333,95,90,33,97,98,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016365,5749,132.61666666666667,89,93,37,100,100,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016367,5900.2,131.45,60,100,42,99,99,76,146,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016279,6557.6,153.38333333333333,70,94,37,99,99,78,138,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016050,3003.8,74.26666666666667,98,100,33,100,100,88,34,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016012,4669.4,110.43333333333334,75,100,47,100,100,82,107,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016098,4877.5,112.18333333333334,70,99,47,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016252,6819,167.8,75,100,38,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016149,6097.5,128.76666666666668,91,94,71,89,91,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016018,4309.8,93.11666666666666,87,100,33,100,100,84,86,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016369,6031.4,138.05,96,99,33,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016179,7559.8,168.45,82,96,24,100,99,80,126,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016198,5095.1,115.08333333333333,70,92,58,94,94,79,133,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016021,6901.7,169.56666666666666,94,93,17,96,96,82,107,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016386,4732.6,122.03333333333333,84,85,18,99,99,78,138,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016391,4997.4,112.36666666666666,98,100,21,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016118,5260.2,119.68333333333334,72,97,14,98,98,75,148,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016258,5095.7,116.51666666666667,100,100,46,100,100,91,9,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016027,4977.8,114.78333333333333,80,100,36,99,100,82,107,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016047,7128.7,166.88333333333333,98,100,25,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016128,4892.6,111.25,99,100,49,100,100,91,9,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016388,6795.6,147.78333333333333,84,100,50,100,99,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016392,5305,124.7,100,100,40,100,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016217,6571.8,156.83333333333334,89,100,51,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016075,5358,125.85,68,93,8,99,99,72,150,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016385,6093.5,145.96666666666667,96,100,32,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016212,6548.1,160.81666666666666,85,100,29,100,100,83,100,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016083,7345.7,181.63333333333333,100,100,45,100,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016151,6076.7,131.6,77,99,32,100,100,80,126,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016294,355.3,37.75,100,100,46,100,100,91,9,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016389,7270.4,164.58333333333334,75,100,34,100,100,80,126,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016035,3517,79.88333333333334,84,100,26,100,100,82,107,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016092,6667.7,146.93333333333334,67,100,54,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016245,6194.5,145.33333333333334,89,100,44,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016395,2718.5,151.26666666666668,100,100,100,100,100,100,1,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016119,8748.4,171.11666666666667,76,89,33,94,94,77,142,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016175,6539.8,152.3,85,94,32,97,98,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016247,7539.7,168.2,73,100,37,100,100,80,126,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016293,6723.6,155.8,77,100,34,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016382,1779.2,97.13333333333334,97,100,74,96,99,94,7,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016141,2277.3,123.51666666666667,85,100,71,95,97,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016140,842.3,63.266666666666666,92,100,48,98,100,88,34,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016361,35.7,60.666666666666664,100,98,36,99,99,89,24,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016221,1149.3,71.51666666666667,83,100,58,97,99,87,54,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016244,6159.4,139.15,96,100,50,99,99,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016393,6619.4,147.25,88,98,51,100,100,87,54,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016292,9201.3,188.63333333333333,83,97,46,92,93,82,107,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016005,3018.5,73.23333333333333,97,97,17,100,100,85,76,Good,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090016103,7207.9,181.61666666666667,94,100,39,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016139,6513.9,150.6,94,100,33,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016125,6856,157.98333333333332,84,97,24,100,100,81,113,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016065,7038.5,161.28333333333333,99,97,75,100,100,95,6,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016236,6365,146.86666666666667,87,100,30,100,100,83,100,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016213,5273.6,116.78333333333333,96,92,60,100,100,90,13,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016163,5861.8,142.7,95,100,19,100,100,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016233,6625.5,103.73333333333333,44,97,42,97,97,70,151,Risky,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016052,5649.4,118.21666666666667,89,100,40,100,100,86,67,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016219,3645.6,85.65,72,84,33,99,100,76,146,Risky,Q1_2022,1,2022,"(0, 100]"
31/01/2022,7090012011,7329.4,173.31666666666666,91,100,34,100,99,85,76,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016215,6684.2,151.18333333333334,100,100,30,100,100,88,34,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016192,7130.3,162.2,91,96,31,100,100,84,86,Good,Q1_2022,1,2022,"(100, 200]"
31/01/2022,7090016230,6815.6,162.65,94,100,61,100,100,91,9,Good,Q1_2022,1,2022,"(100, 200]"
28/02/2022,7090016095,3930.9,97.91666666666667,93,100,10,100,100,82,123,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016184,3446.4,81.05,91,100,38,99,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016225,3165.7,83.66666666666667,96,100,18,100,99,85,92,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016137,1513.7,34.45,84,91,49,99,98,84,105,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016202,4050.6,97.46666666666667,99,100,33,100,100,88,39,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016025,4189.8,102.7,97,100,46,100,99,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016372,3679.4,80.56666666666666,90,100,45,100,100,87,55,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016296,3709.5,91.03333333333333,80,100,42,100,100,83,115,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016374,4000.5,94.76666666666667,85,98,18,100,100,81,133,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016243,4288.7,90.16666666666667,77,100,36,100,100,81,133,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016015,4182.3,105.33333333333333,97,100,28,100,100,87,55,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016363,4917.3,105.58333333333333,75,100,21,100,100,78,147,Risky,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016041,3337.9,73.33333333333333,95,100,46,100,100,89,31,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016203,3112.7,84.21666666666667,91,100,26,99,100,84,105,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,0,32104.8,1605.5166666666667,93,94,41,100,100,86,70,Good,Q1_2022,2,2022,"(1600, 1700]"
28/02/2022,7090016114,4322.9,103.36666666666666,85,100,59,100,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016170,3078.3,72.03333333333333,88,99,45,100,99,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016364,5313.2,114.75,95,100,40,100,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016145,5353.7,110.4,99,100,46,100,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016287,4109.7,112.38333333333334,92,100,38,99,100,86,70,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016208,4325.8,98.75,93,100,39,100,100,87,55,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016082,4417.9,97.7,93,100,31,98,98,85,92,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016117,5020.6,116.53333333333333,87,100,28,100,100,83,115,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016284,3662.9,95.66666666666667,90,100,57,100,100,89,31,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016370,4713.5,101.61666666666666,70,100,35,100,100,79,143,Risky,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016286,5207.2,123.71666666666667,96,96,46,98,98,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016078,3806.1,110.21666666666667,90,100,24,100,100,83,115,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016390,3757.4,95.28333333333333,93,100,26,100,100,85,92,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016115,3819.5,79,62,100,17,100,100,73,151,Risky,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016080,4009.2,99.2,85,100,11,100,100,80,138,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7092016045,286,6.366666666666666,100,100,44,100,100,90,20,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7092016034,383.5,8.383333333333333,100,100,74,100,100,95,7,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016187,4162.7,97,98,100,46,100,100,90,20,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016168,3574.7,94.1,97,100,35,100,100,88,39,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016090,2866,67.35,84,100,24,99,100,82,123,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016048,3643.4,95.45,99,99,36,100,100,89,31,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016229,4040.9,94.85,100,100,29,100,100,88,39,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016040,3110.3,84.28333333333333,86,100,38,100,99,85,92,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016285,2749.2,67.11666666666666,94,100,34,99,100,87,55,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016100,4380.2,105.83333333333333,90,100,49,100,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016136,2602.2,59.55,100,100,76,100,100,96,5,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016127,4428.1,102.3,88,100,27,100,100,84,105,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016061,5119.2,119.01666666666667,95,100,8,100,100,82,123,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016049,4200.1,98.2,97,100,23,100,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016289,3738.9,87.48333333333333,98,100,21,100,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016234,3476.6,82.55,83,100,25,94,94,79,143,Risky,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016003,4322.9,105.43333333333334,100,100,44,100,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016013,4198.1,99.61666666666666,86,100,21,100,100,82,123,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016177,2889,84.6,94,99,14,100,100,83,115,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016375,1606.2,39.583333333333336,94,100,31,100,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016290,4157.9,97.86666666666666,87,100,35,100,100,84,105,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016026,2519.9,55.85,86,100,45,100,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016377,4228.3,98.9,94,95,48,100,100,88,39,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016200,982.1,22.383333333333333,100,99,35,100,100,89,31,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016058,4102.3,95.56666666666666,82,100,19,100,100,80,138,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016241,5004.2,122.05,84,100,26,100,100,82,123,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016194,3893.8,106.55,100,99,19,99,100,86,70,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016166,3945.9,102.38333333333334,99,100,32,100,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016056,2107.5,49.1,81,100,33,99,100,82,123,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016087,4141.5,94.4,100,100,29,100,100,88,39,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016209,4506.9,100.51666666666667,92,99,68,93,93,89,31,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016288,3213.5,69.76666666666667,95,100,31,99,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016210,3704.1,90.41666666666667,80,99,24,99,99,80,138,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016144,4057.4,99.23333333333333,100,100,19,100,100,86,70,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016226,3153.8,71.5,89,99,26,97,97,82,123,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016133,4702.5,107.08333333333333,94,100,33,99,100,86,70,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016110,853.8,171.08333333333334,99,100,42,99,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016261,63.1,169.96666666666667,100,99,20,100,100,86,70,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016278,281.5,11.416666666666666,92,100,27,100,100,85,92,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016180,65.2,36.71666666666667,100,100,49,97,99,91,15,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016266,124.4,154.75,100,100,47,100,100,91,15,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016254,618.9,122.01666666666667,100,100,43,99,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016264,52.4,112.55,100,100,45,99,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016362,168.8,5.6,100,100,85,100,100,97,4,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016134,173.2,129.73333333333332,100,100,31,99,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016034,3973.6,114.93333333333334,96,100,48,100,100,90,20,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016232,3613.3,100.11666666666666,100,99,34,99,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016010,3101.9,72.85,86,100,29,100,100,83,115,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016024,1760.8,46.483333333333334,100,100,37,100,100,89,31,Good,Q1_2022,2,2022,"(0, 100]"
28/02/2022,7090016282,4882.6,118.26666666666667,95,100,39,100,100,88,39,Good,Q1_2022,2,2022,"(100, 200]"
28/02/2022,7090016242,3513.3,90.93333333333334,100,100,45,100,100,90,20,Good,Q1_2022,2,2022,"(0, 100]"
